date_day,date_name,sex_name,geography_name,value_type_name,measures,measures_name,all_persons_aged_16_and_over,total_economically_active_aged_16_and_over,total_in_employment_aged_16_and_over,total_unemployed_aged_16_and_over,total_economically_inactive_aged_16_and_over,all_persons_aged_16_to_64,total_economically_active_aged_16_to_64,total_in_employment_aged_16_to_64,total_unemployed_aged_16_to_64,total_economically_inactive_aged_16_to_64
2021-03-01,Jan 2021-Mar 2021,Male,United Kingdom,Change on year,20100,number of people,80010,-384952,-536878,151928,464962,-6704,-362713,-513238,150526,356009
2021-03-01,Jan 2021-Mar 2021,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,67.3,63.8,5.2,32.7,,82.1,77.7,5.3,17.9
2021-03-01,Jan 2021-Mar 2021,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,-0.2,-0.3,0.4,,-0.3,-0.1,-0.3,0.3
2021-03-01,Jan 2021-Mar 2021,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-1.7,-2.2,1,1.7,,-1.7,-2.5,1,1.7
2021-03-01,Jan 2021-Mar 2021,Female,United Kingdom,Level,20100,number of people,27322969,16170645,15410771,759877,11152324,20757310,15615098,14866671,748429,5142212
2021-03-01,Jan 2021-Mar 2021,Female,United Kingdom,Change on quarter,20100,number of people,1485,-3893,44620,-48511,5378,-15541,-9802,40071,-49872,-5739
2021-03-01,Jan 2021-Mar 2021,Female,United Kingdom,Change on year,20100,number of people,52499,-136895,-282784,145890,189394,-23508,-51840,-195219,143383,28332
2021-03-01,Jan 2021-Mar 2021,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,59.2,56.4,4.7,40.8,,75.2,71.6,4.8,24.8
2021-03-01,Jan 2021-Mar 2021,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.2,-0.3,0,,0,0.2,-0.3,0
2021-03-01,Jan 2021-Mar 2021,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-1.1,0.9,0.6,,-0.2,-0.9,0.9,0.2
2021-03-01,Jan 2021-Mar 2021,Total,United Kingdom,Level,20100,number of people,53580339,33838070,32164697,1673373,19742269,41335980,32505596,30864674,1640922,8830384
2021-03-01,Jan 2021-Mar 2021,Total,United Kingdom,Change on quarter,20100,number of people,10144,-94346,5228,-99574,104490,-26948,-84355,17420,-101777,57407
2021-03-01,Jan 2021-Mar 2021,Total,United Kingdom,Change on year,20100,number of people,132509,-521844,-819660,297816,654353,-30212,-414548,-708458,293909,384336
2021-03-01,Jan 2021-Mar 2021,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.2,60,4.9,36.8,,78.6,74.7,5,21.4
2021-03-01,Jan 2021-Mar 2021,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0,-0.3,0.2,,-0.2,0.1,-0.3,0.2
2021-03-01,Jan 2021-Mar 2021,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-1.1,-1.7,0.9,1.1,,-0.9,-1.7,1,0.9
2021-04-01,Feb 2021-Apr 2021,Male,London,Level,20100,number of people,3582032,2667155,2501092,166063,914877,3090769,2564292,2401705,162587,526477
2021-04-01,Feb 2021-Apr 2021,Male,London,Change on quarter,20100,number of people,5962,-16076,8536,-24612,22038,3361,-12103,9961,-22064,15464
2021-04-01,Feb 2021-Apr 2021,Male,London,Change on year,20100,number of people,27698,-68656,-100173,31517,96354,16984,-81404,-112434,31030,98388
2021-04-01,Feb 2021-Apr 2021,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,74.5,69.8,6.2,25.5,,83,77.7,6.3,17
2021-04-01,Feb 2021-Apr 2021,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,0.1,-0.9,0.6,,-0.5,0.2,-0.8,0.5
2021-04-01,Feb 2021-Apr 2021,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-2.5,-3.4,1.3,2.5,,-3.1,-4.1,1.4,3.1
2021-04-01,Feb 2021-Apr 2021,Female,London,Level,20100,number of people,3617826,2402196,2229977,172219,1215630,3027866,2328357,2155929,172428,699509
2021-04-01,Feb 2021-Apr 2021,Female,London,Change on quarter,20100,number of people,4003,5875,22048,-16173,-1872,1552,4300,20151,-15850,-2748
2021-04-01,Feb 2021-Apr 2021,Female,London,Change on year,20100,number of people,19648,93323,31925,61397,-73675,9493,98662,38039,60623,-89169
2021-04-01,Feb 2021-Apr 2021,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,66.4,61.6,7.2,33.6,,76.9,71.2,7.4,23.1
2021-04-01,Feb 2021-Apr 2021,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.5,-0.7,-0.1,,0.1,0.6,-0.7,-0.1
2021-04-01,Feb 2021-Apr 2021,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,2.2,0.6,2.4,-2.2,,3,1,2.4,-3
2021-04-01,Feb 2021-Apr 2021,Total,London,Level,20100,number of people,7199858,5069351,4731069,338282,2130507,6118635,4892649,4557635,335014,1225986
2021-04-01,Feb 2021-Apr 2021,Total,London,Change on quarter,20100,number of people,9965,-10201,30584,-40784,20166,4913,-7802,30113,-37915,12715
2021-04-01,Feb 2021-Apr 2021,Total,London,Change on year,20100,number of people,47346,24667,-68248,92914,22679,26477,17258,-74394,91652,9219
2021-04-01,Feb 2021-Apr 2021,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,70.4,65.7,6.7,29.6,,80,74.5,6.8,20
2021-04-01,Feb 2021-Apr 2021,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0.3,-0.8,0.2,,-0.2,0.4,-0.8,0.2
2021-04-01,Feb 2021-Apr 2021,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,-1.4,1.8,0.1,,-0.1,-1.5,1.9,0.1
2021-04-01,Feb 2021-Apr 2021,Male,United Kingdom,Level,20100,number of people,26263469,17660761,16762748,898014,8602708,20577412,16860132,15985106,875028,3717280
2021-04-01,Feb 2021-Apr 2021,Male,United Kingdom,Change on quarter,20100,number of people,17177,-48493,2938,-51433,65670,-4628,-71655,-19604,-52050,67027
2021-04-01,Feb 2021-Apr 2021,Male,United Kingdom,Change on year,20100,number of people,95269,-283996,-416614,132619,379265,4514,-319062,-443652,124589,323576
2021-04-01,Feb 2021-Apr 2021,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,67.2,63.8,5.1,32.8,,81.9,77.7,5.2,18.1
2021-04-01,Feb 2021-Apr 2021,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0,-0.3,0.2,,-0.3,-0.1,-0.3,0.3
2021-04-01,Feb 2021-Apr 2021,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-1.3,-1.8,0.8,1.3,,-1.6,-2.2,0.8,1.6
2021-04-01,Feb 2021-Apr 2021,Female,United Kingdom,Level,20100,number of people,27326726,16168734,15411351,757382,11157992,20754719,15631415,14886780,744636,5123304
2021-04-01,Feb 2021-Apr 2021,Female,United Kingdom,Change on quarter,20100,number of people,10297,9927,45120,-35193,370,-8679,26171,64545,-38374,-34850
2021-04-01,Feb 2021-Apr 2021,Female,United Kingdom,Change on year,20100,number of people,68971,-50027,-188559,138528,118998,-11618,36974,-96412,133389,-48592
2021-04-01,Feb 2021-Apr 2021,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,59.2,56.4,4.7,40.8,,75.3,71.7,4.8,24.7
2021-04-01,Feb 2021-Apr 2021,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.1,-0.2,0,,0.2,0.3,-0.3,-0.2
2021-04-01,Feb 2021-Apr 2021,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,-0.8,0.9,0.3,,0.2,-0.4,0.8,-0.2
2021-04-01,Feb 2021-Apr 2021,Total,United Kingdom,Level,20100,number of people,53590195,33829496,32174100,1655395,19760699,41332131,32491549,30871884,1619664,8840582
2021-04-01,Feb 2021-Apr 2021,Total,United Kingdom,Change on quarter,20100,number of people,27474,-38568,48060,-86627,66042,-13307,-45480,44941,-90421,32173
2021-04-01,Feb 2021-Apr 2021,Total,United Kingdom,Change on year,20100,number of people,164240,-334024,-605174,271149,498264,-7104,-282088,-540067,257977,274984
2021-04-01,Feb 2021-Apr 2021,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.1,60,4.9,36.9,,78.6,74.7,5,21.4
2021-04-01,Feb 2021-Apr 2021,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.1,-0.3,0.1,,-0.1,0.1,-0.3,0.1
2021-04-01,Feb 2021-Apr 2021,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.8,-1.3,0.8,0.8,,-0.7,-1.3,0.8,0.7
2021-05-01,Mar 2021-May 2021,Male,London,Level,20100,number of people,3585165,2663876,2507437,156439,921289,3092877,2567180,2413150,154031,525697
2021-05-01,Mar 2021-May 2021,Male,London,Change on quarter,20100,number of people,6969,-8401,18762,-27163,15370,4199,-4686,20519,-25204,8885
2021-05-01,Mar 2021-May 2021,Male,London,Change on year,20100,number of people,30834,-42157,-62902,20745,72991,19096,-56520,-77781,21263,75616
2021-05-01,Mar 2021-May 2021,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,74.3,69.9,5.9,25.7,,83,78,6,17
2021-05-01,Mar 2021-May 2021,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,0.4,-1,0.4,,-0.3,0.6,-1,0.3
2021-05-01,Mar 2021-May 2021,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-1.8,-2.4,0.9,1.8,,-2.4,-3,0.9,2.4
2021-05-01,Mar 2021-May 2021,Female,London,Level,20100,number of people,3620190,2399581,2225767,173813,1220609,3029246,2319731,2154108,165623,709515
2021-05-01,Mar 2021-May 2021,Female,London,Change on quarter,20100,number of people,4849,218,15544,-15327,4631,2251,-8530,12662,-21192,10781
2021-05-01,Mar 2021-May 2021,Female,London,Change on year,20100,number of people,22189,113446,69864,43581,-91257,11034,93155,61580,31575,-82121
2021-05-01,Mar 2021-May 2021,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,66.3,61.5,7.2,33.7,,76.6,71.1,7.1,23.4
2021-05-01,Mar 2021-May 2021,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.3,-0.6,0.1,,-0.3,0.4,-0.9,0.3
2021-05-01,Mar 2021-May 2021,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,2.7,1.6,1.5,-2.7,,2.8,1.8,1.1,-2.8
2021-05-01,Mar 2021-May 2021,Total,London,Level,20100,number of people,7205355,5063456,4733204,330252,2141899,6122123,4886912,4567258,319654,1235211
2021-05-01,Mar 2021-May 2021,Total,London,Change on quarter,20100,number of people,11818,-8184,34306,-42490,20002,6450,-13215,33181,-46396,19665
2021-05-01,Mar 2021-May 2021,Total,London,Change on year,20100,number of people,53023,71288,6962,64326,-18265,30130,36636,-16202,52838,-6506
2021-05-01,Mar 2021-May 2021,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,70.3,65.7,6.5,29.7,,79.8,74.6,6.5,20.2
2021-05-01,Mar 2021-May 2021,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0.4,-0.8,0.2,,-0.3,0.5,-0.9,0.3
2021-05-01,Mar 2021-May 2021,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,-0.4,1.2,-0.5,,0.2,-0.6,1,-0.2
2021-05-01,Mar 2021-May 2021,Male,United Kingdom,Level,20100,number of people,26277380,17675396,16797555,877843,8601984,20582324,16899271,16039686,859586,3683053
2021-05-01,Mar 2021-May 2021,Male,United Kingdom,Change on quarter,20100,number of people,24042,-8527,50725,-59250,32569,719,-14653,41061,-55714,15372
2021-05-01,Mar 2021-May 2021,Male,United Kingdom,Change on year,20100,number of people,109252,-229879,-344904,115027,339131,9411,-248683,-363030,114349,258094
2021-05-01,Mar 2021-May 2021,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,67.3,63.9,5,32.7,,82.1,77.9,5.1,17.9
2021-05-01,Mar 2021-May 2021,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.1,-0.3,0.1,,-0.1,0.2,-0.3,0.1
2021-05-01,Mar 2021-May 2021,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-1.2,-1.6,0.7,1.2,,-1.2,-1.8,0.7,1.2
2021-05-01,Mar 2021-May 2021,Female,United Kingdom,Level,20100,number of people,27338731,16161259,15393904,767351,11177472,20758275,15610591,14862764,747829,5147684
2021-05-01,Mar 2021-May 2021,Female,United Kingdom,Change on quarter,20100,number of people,17246,-37975,-27049,-10931,55221,-3553,-37306,-18333,-18973,33753
2021-05-01,Mar 2021-May 2021,Female,United Kingdom,Change on year,20100,number of people,81301,-15341,-142129,126786,96642,-7827,13507,-99102,112610,-21334
2021-05-01,Mar 2021-May 2021,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,59.1,56.3,4.7,40.9,,75.2,71.6,4.8,24.8
2021-05-01,Mar 2021-May 2021,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,-0.1,-0.1,0.2,,-0.2,-0.1,-0.1,0.2
2021-05-01,Mar 2021-May 2021,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,-0.7,0.8,0.2,,0.1,-0.5,0.7,-0.1
2021-05-01,Mar 2021-May 2021,Total,United Kingdom,Level,20100,number of people,53616111,33836652,32191457,1645192,19779459,41340599,32509864,30902449,1607413,8830735
2021-05-01,Mar 2021-May 2021,Total,United Kingdom,Change on quarter,20100,number of people,41288,-46506,23672,-70180,87794,-2834,-51959,22725,-74686,49125
2021-05-01,Mar 2021-May 2021,Total,United Kingdom,Change on year,20100,number of people,190553,-245225,-487036,241810,435778,1584,-235174,-462130,226956,236758
2021-05-01,Mar 2021-May 2021,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.1,60,4.9,36.9,,78.6,74.8,4.9,21.4
2021-05-01,Mar 2021-May 2021,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0,-0.2,0.1,,-0.1,0.1,-0.2,0.1
2021-05-01,Mar 2021-May 2021,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.7,-1.1,0.7,0.7,,-0.6,-1.1,0.7,0.6
2021-06-01,Apr 2021-Jun 2021,Male,London,Level,20100,number of people,3587729,2682346,2528069,154277,905383,3094487,2585570,2435549,150021,508917
2021-06-01,Apr 2021-Jun 2021,Male,London,Change on quarter,20100,number of people,7705,13331,34956,-21625,-5626,4859,15380,37704,-22324,-10521
2021-06-01,Apr 2021-Jun 2021,Male,London,Change on year,20100,number of people,29754,-23889,-50497,26607,53643,18560,-47885,-71797,23912,66445
2021-06-01,Apr 2021-Jun 2021,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,74.8,70.5,5.8,25.2,,83.6,78.7,5.8,16.4
2021-06-01,Apr 2021-Jun 2021,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.8,-0.8,-0.2,,0.4,1.1,-0.9,-0.4
2021-06-01,Apr 2021-Jun 2021,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-1.3,-2,1,1.3,,-2.1,-2.8,1,2.1
2021-06-01,Apr 2021-Jun 2021,Female,London,Level,20100,number of people,3622145,2384913,2218051,166862,1237232,3030271,2305622,2146235,159387,724649
2021-06-01,Apr 2021-Jun 2021,Female,London,Change on quarter,20100,number of people,5718,-18762,-6070,-12691,24480,2997,-30410,-14541,-15869,33407
2021-06-01,Apr 2021-Jun 2021,Female,London,Change on year,20100,number of people,21724,57527,7765,49762,-35803,11041,61970,21251,40719,-50929
2021-06-01,Apr 2021-Jun 2021,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,65.8,61.2,7,34.2,,76.1,70.8,6.9,23.9
2021-06-01,Apr 2021-Jun 2021,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-0.3,-0.5,0.6,,-1.1,-0.6,-0.6,1.1
2021-06-01,Apr 2021-Jun 2021,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.2,-0.2,2,-1.2,,1.8,0.4,1.6,-1.8
2021-06-01,Apr 2021-Jun 2021,Total,London,Level,20100,number of people,7209874,5067259,4746120,321139,2142615,6124758,4891192,4581785,309407,1233566
2021-06-01,Apr 2021-Jun 2021,Total,London,Change on quarter,20100,number of people,13423,-5431,28885,-34316,18854,7856,-15030,23164,-38194,22886
2021-06-01,Apr 2021-Jun 2021,Total,London,Change on year,20100,number of people,51478,33638,-42731,76369,17840,29601,14085,-50545,64630,15516
2021-06-01,Apr 2021-Jun 2021,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,70.3,65.8,6.3,29.7,,79.9,74.8,6.3,20.1
2021-06-01,Apr 2021-Jun 2021,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.2,0.3,-0.7,0.2,,-0.3,0.3,-0.8,0.3
2021-06-01,Apr 2021-Jun 2021,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,-1.1,1.5,0,,-0.2,-1.2,1.3,0.2
2021-06-01,Apr 2021-Jun 2021,Male,United Kingdom,Level,20100,number of people,26287026,17710689,16841948,868740,8576337,20583902,16929998,16079971,850029,3653904
2021-06-01,Apr 2021-Jun 2021,Male,United Kingdom,Change on quarter,20100,number of people,29656,43267,88022,-44758,-13611,5232,39503,81968,-42464,-34271
2021-06-01,Apr 2021-Jun 2021,Male,United Kingdom,Change on year,20100,number of people,109836,-116519,-225180,108661,226355,14452,-189475,-291046,101575,203927
2021-06-01,Apr 2021-Jun 2021,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,67.4,64.1,4.9,32.6,,82.2,78.1,5,17.8
2021-06-01,Apr 2021-Jun 2021,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.3,-0.3,-0.1,,0.2,0.4,-0.3,-0.2
2021-06-01,Apr 2021-Jun 2021,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.7,-1.1,0.6,0.7,,-1,-1.5,0.6,1
2021-06-01,Apr 2021-Jun 2021,Female,United Kingdom,Level,20100,number of people,27346515,16192013,15460934,731078,11154502,20758654,15648834,14935162,713673,5109820
2021-06-01,Apr 2021-Jun 2021,Female,United Kingdom,Change on quarter,20100,number of people,23546,21368,50163,-28799,2178,1344,33736,68491,-34756,-32392
2021-06-01,Apr 2021-Jun 2021,Female,United Kingdom,Change on year,20100,number of people,84701,61769,-32169,93937,22932,-1244,98943,15668,83276,-100187
2021-06-01,Apr 2021-Jun 2021,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,59.2,56.5,4.5,40.8,,75.4,71.9,4.6,24.6
2021-06-01,Apr 2021-Jun 2021,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,0.1,-0.2,0,,0.2,0.3,-0.2,-0.2
2021-06-01,Apr 2021-Jun 2021,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0,-0.3,0.6,0,,0.5,0.1,0.5,-0.5
2021-06-01,Apr 2021-Jun 2021,Total,United Kingdom,Level,20100,number of people,53633541,33902702,32302883,1599816,19730839,41342556,32578834,31015133,1563702,8763722
2021-06-01,Apr 2021-Jun 2021,Total,United Kingdom,Change on quarter,20100,number of people,53202,64632,138186,-73557,-11430,6576,73238,150459,-77220,-66662
2021-06-01,Apr 2021-Jun 2021,Total,United Kingdom,Change on year,20100,number of people,194537,-54749,-257348,202594,249286,13208,-90531,-275381,184851,103739
2021-06-01,Apr 2021-Jun 2021,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.2,60.2,4.7,36.8,,78.8,75,4.8,21.2
2021-06-01,Apr 2021-Jun 2021,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.2,-0.2,-0.1,,0.2,0.4,-0.2,-0.2
2021-06-01,Apr 2021-Jun 2021,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,-0.7,0.6,0.3,,-0.2,-0.7,0.6,0.2
2021-07-01,May 2021-Jul 2021,Male,London,Level,20100,number of people,3594064,2690841,2544666,146175,903223,3099338,2583774,2441723,142051,515564
2021-07-01,May 2021-Jul 2021,Male,London,Change on quarter,20100,number of people,12032,23686,43574,-19888,-11654,8569,19482,40018,-20536,-10913
2021-07-01,May 2021-Jul 2021,Male,London,Change on year,20100,number of people,30229,-57896,-58558,663,88125,18849,-63294,-64707,1413,82143
2021-07-01,May 2021-Jul 2021,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,74.9,70.8,5.4,25.1,,83.4,78.8,5.5,16.6
2021-07-01,May 2021-Jul 2021,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.4,1,-0.8,-0.4,,0.4,1.1,-0.8,-0.4
2021-07-01,May 2021-Jul 2021,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-2.3,-2.2,0.1,2.3,,-2.6,-2.6,0.2,2.6
2021-07-01,May 2021-Jul 2021,Female,London,Level,20100,number of people,3627757,2386145,2225928,160216,1241612,3034367,2305861,2154513,151348,728506
2021-07-01,May 2021-Jul 2021,Female,London,Change on quarter,20100,number of people,9931,-16051,-4049,-12003,25982,6501,-22496,-1416,-21080,28997
2021-07-01,May 2021-Jul 2021,Female,London,Change on year,20100,number of people,22011,39962,-391,40352,-17951,11156,37769,6398,31372,-26613
2021-07-01,May 2021-Jul 2021,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,65.8,61.4,6.7,34.2,,76,71,6.6,24
2021-07-01,May 2021-Jul 2021,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-0.3,-0.5,0.6,,-0.9,-0.2,-0.8,0.9
2021-07-01,May 2021-Jul 2021,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.7,-0.4,1.6,-0.7,,1,-0.1,1.3,-1
2021-07-01,May 2021-Jul 2021,Total,London,Level,20100,number of people,7221821,5076986,4770595,306391,2144835,6133705,4889635,4596236,293399,1244070
2021-07-01,May 2021-Jul 2021,Total,London,Change on quarter,20100,number of people,21963,7635,39526,-31891,14328,15070,-3014,38601,-41615,18084
2021-07-01,May 2021-Jul 2021,Total,London,Change on year,20100,number of people,52240,-17934,-58949,41015,70174,30005,-25525,-58309,32785,55530
2021-07-01,May 2021-Jul 2021,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,70.3,66.1,6,29.7,,79.7,74.9,6,20.3
2021-07-01,May 2021-Jul 2021,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0.3,-0.6,0.1,,-0.2,0.4,-0.8,0.2
2021-07-01,May 2021-Jul 2021,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.8,-1.3,0.8,0.8,,-0.8,-1.3,0.7,0.8
2021-07-01,May 2021-Jul 2021,Male,United Kingdom,Level,20100,number of people,26324172,17765750,16920490,845262,8558422,20606887,16969593,16140809,828784,3637294
2021-07-01,May 2021-Jul 2021,Male,United Kingdom,Change on quarter,20100,number of people,60703,104989,157742,-52752,-44286,29475,109461,155703,-46244,-79986
2021-07-01,May 2021-Jul 2021,Male,United Kingdom,Change on year,20100,number of people,112803,-125823,-155340,29519,238626,15881,-168207,-197132,28923,184088
2021-07-01,May 2021-Jul 2021,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,67.5,64.3,4.8,32.5,,82.3,78.3,4.9,17.7
2021-07-01,May 2021-Jul 2021,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.2,0.5,-0.3,-0.2,,0.4,0.6,-0.3,-0.4
2021-07-01,May 2021-Jul 2021,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.8,-0.9,0.2,0.8,,-0.9,-1,0.2,0.9
2021-07-01,May 2021-Jul 2021,Female,United Kingdom,Level,20100,number of people,27382573,16200018,15488986,711032,11182555,20780501,15652828,14958642,694188,5127673
2021-07-01,May 2021-Jul 2021,Female,United Kingdom,Change on quarter,20100,number of people,55847,31284,77635,-46350,24563,25782,21413,71862,-50448,4369
2021-07-01,May 2021-Jul 2021,Female,United Kingdom,Change on year,20100,number of people,87851,66914,16226,50687,20937,239,72665,30730,41936,-72426
